file,sensor,segment,label,fault_size,load,position,rpm,bearing_type,mean,std,rms,peak,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor,total_energy,spectral_centroid,spectral_bandwidth,energy_band_1,energy_band_2,energy_band_3,energy_band_4,BPFO_amplitude,BPFO_energy,BPFI_amplitude,BPFI_energy,BSF_amplitude,BSF_energy,FR_amplitude,FR_energy,envelope_mean,envelope_std,envelope_rms,envelope_peak,envelope_spectral_energy,envelope_spectral_centroid,stft_energy,stft_peak_freq,time_concentration,freq_concentration,cwt_energy,cwt_peak_freq,file_id
A.mat,single,0,unknown,0.0,0,,600.0,target_domain,2.8597033628183612,0.6588089712581361,0.658799183586036,0.16568584452490565,0.2815545157704264,-0.6500591828689478,-0.6969035133373375,-0.6956258554010135,-0.7203032413611316,-0.6818835800236221,-0.026164249604694607,2.1667667097193988,1.8107397978249762,0.39816383554902923,0.5334517752851864,0.02616872925027189,-0.09471330952761114,2.5784412941478214,0.7962368876520695,7.582789876518332,2.640866220644175,2.969976767840027,0.5335366655193218,2.881291642261165,0.47442501271069715,1.3209008605569321,0.6972088044453617,1.0843661696574185,0.37670933378046595,-0.004906784919588423,2.366350922710184,-0.026953899632553572,-0.46909581883582624,3.226629709749986,1.479220794849135,0.019061723953782025,-1.4660930848120575,A
A.mat,single,1,unknown,0.0,0,,600.0,target_domain,1.8027468451359994,0.6700948162984156,0.6700689536510333,0.17770801627631064,0.14203328922163247,-0.6477298344092924,-0.6560491772721514,-0.6714971715440439,-0.7212976284471522,-0.6631581246309266,-0.023423649981935867,2.1580670249852063,1.8145067645245394,0.4221011320956667,0.566026288904566,0.02343651665209658,-0.0937841843275952,2.573249365840628,0.7730305265650662,7.4941423194701775,2.458487673760776,2.9640749222758602,0.540036654723588,1.7256441624079528,0.1969822259166965,1.3394976984603997,0.7152626558800322,1.1023385041311529,0.4288442914604252,-0.00023891774118442701,2.3196211585914175,-0.024256724490131592,-0.46909581883582624,3.194772996476901,1.4761171300564713,0.024681562311237186,0.6443586164377323,A
A.mat,single,2,unknown,0.0,0,,600.0,target_domain,0.31751335429479366,0.6889282410777613,0.6888923516328046,0.17770801627631064,-0.0703099430232682,-0.6641285343596458,-0.6968994660111135,-0.7000685173368866,-0.7414277979626472,-0.686335265866272,-0.01876829268971976,2.1651062296031074,1.7907357159292068,0.4167651225638108,0.5884207067809513,0.031054775601648165,-0.09171289691758254,2.685948931201589,0.7587859091651916,7.649179564628437,2.5277278530490803,3.0921844396949623,0.5744978202928949,0.6229582731209343,-0.06557686488380282,1.3715479397568715,0.7289861662368439,1.1279012977228895,0.4288369622382313,0.003364326882873952,2.3547755064323583,-0.018251585656735105,-0.46909581883582624,3.1669113027235127,1.4802856407457352,0.029249657086466246,0.6443586164377323,A
A.mat,single,3,unknown,0.0,0,,600.0,target_domain,1.2575022868367172,0.68101158509431,0.680980376602456,0.17118699252426323,-0.05892844871918367,-0.6689835857528291,-0.7149457070479263,-0.709281939547745,-0.7342371248083347,-0.6920321858753782,-0.020736190038876348,2.176168878645993,1.761805342500745,0.40603280884563536,0.5483503461026304,0.03340317495766746,-0.09089539413761923,2.7625512801611785,0.799795164227879,7.670547451502434,2.6331639950755954,3.179260995198539,0.6292722427865649,1.1294886071312626,0.0819747213056187,1.3485381682357964,0.7163503278363993,1.1086820956002386,0.3354890296956587,4.4934053082685505e-05,2.391198436713562,-0.020912229585779728,-0.6502756369994567,3.2205280284057602,1.4839530993563952,0.02429760708683083,-1.4940027318000138,A
A.mat,single,4,unknown,0.0,0,,600.0,target_domain,-0.8022387827262984,0.6760580146089417,0.6760236828923596,0.18596660612553342,0.12246297669393817,-0.659598804424167,-0.6245645839299249,-0.6524679407773517,-0.7200442505017106,-0.6460432593907932,-0.021962211256030255,2.16438060467714,1.741727147773159,0.4238217094586014,0.5303423664809873,0.03611919160134485,-0.09149776309554372,2.7277764664179758,0.7170145478327021,7.328610987925654,2.333535837866413,3.139731254398633,0.5980367123410839,2.5690730195111233,0.334215326368734,1.3393666551492807,0.7114709840120901,1.101070490483564,0.3587420513630095,-0.00122607841575377,2.398824760457038,-0.022230550100566782,-0.46909581883582624,3.21271499084214,1.4638604868943703,0.02432046145156564,-1.4504311055820032,A
A.mat,single,5,unknown,0.0,0,,600.0,target_domain,-3.567566794154063,0.6844445526128178,0.6844482303920039,0.18596660612553342,0.12180687199622038,-0.6576516033980738,-0.6432104962248456,-0.6631234920772785,-0.7179388440780993,-0.6540036577893433,-0.01986655849535754,2.1763225188243864,1.771848394438449,0.4133124759780376,0.5597678008254793,0.034196174265952416,-0.09111641888957812,2.779997298459204,0.7467168227587436,6.650617970392316,1.8189461845809192,3.1990924912463403,0.6393635559161033,3.6345605631863633,0.7588764729363441,1.3582316524267821,0.7206602779954445,1.1164639258182687,0.35874196168611,0.001172609289487433,2.362361012952189,-0.02002480794531552,-0.44644834156537244,3.1857268522720403,1.4733245385529818,0.025688444375670454,-1.4713790028022005,A
A.mat,single,6,unknown,0.0,0,,600.0,target_domain,-2.1232096599224595,0.6835319476982313,0.6835097868313326,0.18601124715174544,-0.018846041195256617,-0.6566160479049011,-0.6409106649632671,-0.6613184196925642,-0.7159304492067472,-0.6519139149786505,-0.02010626334131247,2.1790285823628714,1.76068508555717,0.4201964241977282,0.5494265651782441,0.03249428124586961,-0.09002873082546248,2.745556289639748,0.7303440895540223,7.142330787949931,2.117358836971398,3.159942198118272,0.596324656084295,2.0553397965243385,0.29167158641016244,1.3484233702610535,0.7217932925506387,1.1103013740011412,0.3780732018586916,0.001469821006753716,2.331328590832369,-0.020771830179333504,-0.44644834156537244,3.220131024783963,1.482431767902822,0.02541497039478976,-1.4713790028022005,A
A.mat,single,7,unknown,0.0,0,,600.0,target_domain,0.24967943974873502,0.6743038733315233,0.6742677407729547,0.18690406767598575,-0.1292123505210999,-0.6456360038275885,-0.615566064573399,-0.6448122695501138,-0.7095609522768341,-0.6394067021985596,-0.022395174979095732,2.1675572977545112,1.7589192570954733,0.43763419822144495,0.5278577200395267,0.034186509540871254,-0.09142739414044233,2.842038326866123,0.9003760642575905,6.669306425169148,1.9025791267784622,3.2696166870046715,0.676936948270781,1.4180755934942109,0.08973432311878075,1.332432065424947,0.7136867373931342,1.0971569337651785,0.37804341963519505,-0.0006496456129987743,2.3597512133337704,-0.022889075004629358,-0.46909581883582624,3.2372506732533313,1.459300653481373,0.02500694676164469,-1.4856376555319148,A
A.mat,single,8,unknown,0.0,0,,600.0,target_domain,-0.5301978175821255,0.6756880855234586,0.6756526137479923,0.18690406767598575,0.07267020655330728,-0.6415690837516365,-0.618672872703235,-0.6447919861459849,-0.7009800837889143,-0.6388395721608584,-0.022053960267406893,2.1620757729263382,1.7636171412044161,0.40456751233668864,0.5364274866884832,0.03572200744475783,-0.09202790040418773,2.7268817351791723,0.8006595177721407,7.1797850131298375,2.0941887871498577,3.1387141822665816,0.6291938961771042,1.7269696992088794,0.14387430935479253,1.3402878461737808,0.7171553843136854,1.1034536664231145,0.3684814376129816,0.00025521811269931313,2.3739524046822558,-0.022690942096789027,-0.46909581883582624,3.2157058934910485,1.462910389510487,0.02333200801964388,-1.4856376555319148,A
B.mat,single,0,unknown,0.0,0,,600.0,target_domain,-0.052216811758090405,0.14792604886133368,0.1478853409600011,0.0666070491561198,0.14246590014118848,-0.4440553523475156,0.586707276000993,0.14158012859780772,-0.5091314842051684,0.0035019409730933948,-0.1158235153936966,2.9267789986340507,2.466005177396936,0.2331612785490992,-0.10859150870730062,-0.10338672199808012,-0.11635311618197659,3.78724286449317,2.1401235326801236,0.8185341198558035,0.07931148400599362,4.344063574088158,2.4564964316180826,3.6640143872963806,1.2693491178317469,0.2836269075998435,0.10481298866782021,0.21133559972590724,0.07315206528211836,-0.1124565073188892,2.253362144978548,-0.116107306693871,3.3809753171413197,3.813157622786699,1.3093473621212273,-0.09477260358958337,-1.492664769332401,B
B.mat,single,1,unknown,0.0,0,,600.0,target_domain,-0.29093433003641206,0.1380927476185512,0.13805252953085984,0.07485190330496964,0.5983965792726349,-0.400566284200493,0.7700183923291946,0.25766781744514283,-0.50118955344788,0.09598432104144063,-0.1168815654810703,2.928767111235842,2.4890281458297934,0.21060215995753073,-0.11245587475126084,-0.10307138475850391,-0.11730969785298964,3.6346727147774427,2.051866124405316,0.6243259191629343,0.015479278994230891,4.170631776103491,2.4759972953811795,3.7906246480631887,1.3432735978762502,0.2728016604674369,0.09855344097389115,0.2022112831882902,0.15748822253151795,-0.11312024864241858,2.217938712456834,-0.11709608093629945,3.245090453518597,3.836377899624374,1.3005367551070117,-0.0972465357925489,-1.4605022100147904,B
B.mat,single,2,unknown,0.0,0,,600.0,target_domain,-0.10774117404982275,0.12704847674910363,0.1270076554421372,0.07485190330496964,0.2892579035640886,-0.4492908543605668,0.8676047365455873,0.30180328196020617,-0.5448004612010255,0.12654435909284148,-0.11804012314373061,2.86469703812791,2.4898060813143146,0.20794166367953668,-0.11509244180279783,-0.10420774681492499,-0.11826599089380517,3.7051280904105695,2.117221352212718,0.9660917483154141,0.02774375458945848,4.250720853137926,2.434604065965841,3.8539271527911234,1.3297054172086014,0.2631637621108392,0.08729492738288135,0.1921941159342368,0.15749001046944724,-0.11428918664463335,2.239468734197372,-0.11844082353213696,0.957695249202763,3.8056483218461845,1.3510248396039648,-0.09907101222532191,-1.4605022100147904,B
B.mat,single,3,unknown,0.0,0,,600.0,target_domain,0.24939297322212373,0.13434078759551796,0.13430045272254698,0.12384441316520134,0.34573877889917787,-0.3865187097315611,1.4215245563875232,0.657141615438191,-0.5092014691698874,0.41556878627967075,-0.11727871049820593,2.926443830693142,2.5162434759191075,0.2157683962970562,-0.11158442307900915,-0.10549641246472305,-0.11734809893990558,4.0137051542576065,2.4050377543676316,1.2735774684185097,0.02541781446165494,4.601491138803474,2.598676130343875,3.7621178759023306,1.2973437949978157,0.2668537630427157,0.09163311444754028,0.19603687497140254,0.09918012728575204,-0.11384255399113723,2.2632214232938956,-0.1175218711414632,3.56215513530495,3.8527657727238287,1.3385813020843444,-0.09801577403890657,-1.4966154459099974,B
B.mat,single,4,unknown,0.0,0,,600.0,target_domain,0.29426212395876705,0.1347915729956195,0.13475142912450824,0.12384441316520134,0.12624760095154378,-0.37374578931532654,1.4168901347440623,0.6573638733884943,-0.502002559926093,0.4162236699921058,-0.1172311392156047,2.9297479186933773,2.516524727965942,0.2083671151295486,-0.11171285907663357,-0.10511008890325454,-0.11732595772228985,3.9065063624536447,2.2613385563481088,1.197428915687545,0.03668708439310541,4.4796345420905155,2.5122070872439375,3.9049148860652436,1.3273281853872987,0.26830977554994223,0.09208250040530315,0.19713384049263943,0.09918033845909897,-0.11379601455649983,2.2404972661849034,-0.11763844795622809,3.56215513530495,3.87134697347292,1.3294195316804343,-0.09768207666236366,-1.4966154459099974,B
