file,sensor,segment,label,fault_size,load,position,rpm,bearing_type,mean,std,rms,peak,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor,total_energy,spectral_centroid,spectral_bandwidth,energy_band_1,energy_band_2,energy_band_3,energy_band_4,BPFO_amplitude,BPFO_energy,BPFI_amplitude,BPFI_energy,BSF_amplitude,BSF_energy,FR_amplitude,FR_energy,envelope_mean,envelope_std,envelope_rms,envelope_peak,envelope_spectral_energy,envelope_spectral_centroid,stft_energy,stft_peak_freq,time_concentration,freq_concentration,cwt_energy,cwt_peak_freq
B014_1.mat,DE,0,B,0.014,1,,1772.0,SKF6205,0.0011943683280026599,0.14154854622373944,0.14155358509680016,1.2000608186312354,-0.06124250079258985,5.861597168176335,8.47778470471507,11.826038705178803,1.3949444479996695,14.535793481985811,2646404.9161748956,3161.7090148853076,3013.0953335403246,435068.3033064506,2195196.736364554,15380.928778209554,758.9477256815879,5.176311550399089,50.29057147452761,93.35831227913185,8937.599656666624,1.5402683021715582,6.77847746215622,4.668210807442164,29.832202094125364,0.1400193557970439,0.11751886198881228,0.18280071914783236,1.1549404911469594,1823890.6031383986,1497.4251424079744,0.48856111262438967,2765.625,0.9982285856835206,0.9895598171708183,103235.0647944772,2400.0
B014_1.mat,DE,1,B,0.014,1,,1772.0,SKF6205,0.0013830617905824139,0.1270753037307601,0.12708282998966264,0.9459672801696971,-0.014508357338486868,4.592461947806235,7.4437064412764915,10.256015352229024,1.377810292915079,12.559766146879522,2133088.2466771314,3059.984877564482,2933.7966982382636,427492.2664562891,1691287.9698558932,13688.385047348205,619.6253176007906,8.468063817863719,158.41805368507957,96.58288793214719,9518.851779793229,2.4951804403003193,29.1908912528613,4.431000754072062,53.11405853470888,0.12390570891296626,0.1023647391216515,0.16072076566725438,1.0099187316423666,1383835.2826851115,1576.5250241126673,0.3978479484896601,2531.25,0.9982319219089298,0.9902072274310223,93409.6252831093,2666.6666666666665
B014_1.mat,DE,2,B,0.014,1,,1772.0,SKF6205,0.0005980328048007822,0.17936405952825965,0.17936505650123907,2.304677642907226,0.2626658246537644,22.101262028492496,12.849089381527918,20.04809316144898,1.5602734611116083,25.49332913384135,4248778.950905253,2981.2369242783548,2582.3025701157903,526185.5908441236,3706920.7148837144,15039.090740249503,633.5544371656172,5.7397200398704324,69.33092240494892,96.80762407471182,9742.266049191874,1.4589490010511612,4.243741779753293,4.715179202171106,36.738466782510905,0.15846010110134554,0.17662166604649335,0.23728635982307889,2.193851862940149,4119756.8621587185,1210.2652397878871,0.8100582826493842,2765.625,0.9982112112560696,0.9867506983195272,131116.48784440674,2400.0
B014_1.mat,DE,3,B,0.014,1,,1772.0,SKF6205,-0.00020409411922277045,0.19958897947791432,0.1995890838283617,2.304677642907226,0.2441229997342248,15.18223373780344,11.54711269123893,17.74809238571404,1.5370156038383467,22.699601692842933,5260871.026614445,3026.8833548926436,2568.0709410945647,558044.0896009295,4685261.592860428,16859.2511677715,706.0929853152361,3.0262990481878123,28.712218418571133,89.86845668716359,8241.325855547064,1.1455617366517925,4.405334839447809,4.970928668214792,39.281957934005746,0.1860142288535471,0.19111950435805683,0.2666982532414659,2.1938151752040764,4823848.420760211,1186.1881187504814,0.8991934466245474,2765.625,0.9982133041760172,0.9895501887244407,145682.93454693796,2400.0
B014_1.mat,DE,4,B,0.014,1,,1772.0,SKF6205,2.6792228493013637e-05,0.1796157367432604,0.17961573874148037,1.1900456429072261,0.20365352513887608,4.3484126183390295,6.625508717919481,9.523966869944061,1.4374695250472393,12.013532266875453,4260616.240996328,3091.9558357175656,2778.271210452337,530107.6947779509,3713201.524522235,16544.649868608933,762.3718275332174,9.629752756324432,179.82872550220435,88.34252687528888,8083.413352876886,1.8583513970659358,12.526171454591918,4.6305523744793256,40.11873428656091,0.17876773656378506,0.15649415186632348,0.23758855865655396,1.0374696740675295,3234296.695642698,1318.038016821412,0.7643927510791958,2625.0,0.9982117343375134,0.9902176966122912,129981.85354618753,2400.0
B014_1.mat,DE,5,B,0.014,1,,1772.0,SKF6205,0.0010594075752432363,0.166585764412049,0.16658913304641804,1.1900456429072261,0.16774423072924938,3.909193449947729,7.143597071098475,10.084366162816705,1.4116650284792764,12.618140710414446,3665173.4430308957,3094.565574199852,2743.8929890942823,490055.9473205203,3158670.490155993,15734.278118210066,712.7274361724445,5.0025734826462065,57.89491942940181,95.19889219979655,9660.325338636378,1.0159842241327512,2.257903952357485,4.7013503800564,35.57952673128974,0.16559972160106948,0.14361499971051128,0.21919976262806917,1.0373119572890686,2723850.2956607067,1369.470959135118,0.680320736446781,2859.375,0.9982151353039134,0.9899850424791475,118389.60659765074,2400.0
B014_1.mat,DE,6,B,0.014,1,,1772.0,SKF6205,0.0015398185637132949,0.17323038029164148,0.1732372237632429,1.868673126323543,-0.0953896037197299,13.527433509215392,10.786787537517869,16.164457622180137,1.4985423200334689,20.397335157658976,3963696.3092127135,3073.149716417787,2727.520677741798,512454.0679423856,3435477.468931073,15063.697476012774,701.0748632420361,5.904723981679193,54.7186985233429,92.25373956712956,8693.51206389847,2.0320920305677634,15.56996701993469,4.37541690617091,33.451853749516374,0.15964341056233688,0.16340852046930437,0.22844772508813024,1.6766485817765082,3526411.8084777133,1264.9358365560756,0.696982751686968,2812.5,0.9982170409055144,0.9890226349792829,128632.38907685471,2400.0
B014_1.mat,DE,7,B,0.014,1,,1772.0,SKF6205,0.0003756184084661298,0.16832970070999528,0.16833011979531579,1.868673126323543,-0.07069048512743593,16.075245349873317,11.101240399494705,16.830589530305833,1.5160999063736977,21.14616703005502,3742048.905844809,3068.6798128408277,2722.7078348616237,499585.3825114128,3226529.273887034,15233.023353094968,701.2260932673441,7.953971735762463,109.06331909206621,89.92004908119769,8376.57342585012,1.562630611542908,4.48389965484805,5.726395410197033,44.94161145108417,0.15285302744852838,0.16026589522358972,0.2214705514780672,1.6764539661522988,3392078.2266430315,1263.231352556047,0.6962056301396385,2765.625,0.9982148529007463,0.9875864440864209,123850.31456132403,2400.0
B014_1.mat,DE,8,B,0.014,1,,1772.0,SKF6205,-0.0018399124043095756,0.129355522813103,0.12936860731996283,1.1600050275226106,-0.031734401050812225,6.620246443597324,8.96666549600871,12.444735352960983,1.3878888822718378,15.218902659737244,2210697.266800592,3033.993193148568,2841.617711549183,449834.5411201472,1747074.6387165794,13211.08332396268,577.0036399033092,9.973794282102508,294.5558130801916,90.99537145250724,8490.22255075432,4.965374493071954,95.35039288680063,8.649627103855643,161.57483358551715,0.12403861093430041,0.10610890374793218,0.16323197130800904,1.12667650323009,1486918.9177489344,1541.37336893495,0.37631719197909336,2765.625,0.9982382845630284,0.9912522936536131,97337.33669015339,2400.0
B014_1.mat,DE,9,B,0.014,1,,1772.0,SKF6205,-0.002310863047070703,0.11120878330075509,0.11123279000032599,0.8837998955543125,-0.1531345718574901,4.792127776975091,7.945497865797687,10.713192631328525,1.3483349706057688,12.952931384825238,1634694.8499307013,2990.315161807163,2936.1897377853566,459421.5195850594,1163116.0230012478,11681.389258236997,475.9180861571052,5.433193827741414,73.93063996555374,91.1474012825788,8493.542133492898,3.3543774290762465,21.061866049295702,7.864562660080354,75.7461816030858,0.10364057510239363,0.08354866004051283,0.13312305360875734,0.7810607183739534,921854.9860563682,1785.8735303125166,0.30049947656632064,3093.75,0.9982430137271585,0.991279408432734,94224.1483621166,2666.6666666666665
B014_1.mat,DE,10,B,0.014,1,,1772.0,SKF6205,-0.002133978971264648,0.10147057160800735,0.1014930084720398,0.5383328186312355,0.05330637839688912,1.2944491213202207,5.304136971952508,6.899720092618948,1.3008186117937088,8.281804737280547,1360967.757248452,3184.3985663046274,3212.5532713225634,382375.43573239923,966730.9021731156,11349.717647819878,511.7016951171394,8.765247716652203,133.4708379936797,93.46778951969227,8930.30640979746,2.659834752926681,15.688075374662857,6.114159598785008,47.230205531827785,0.09943621714285805,0.06979742926035369,0.12148762246021481,0.5445694301167348,643372.4872527438,1860.2943531068004,0.2467694036519528,2812.5,0.9982456114413092,0.9933881431342014,81750.72010569311,2400.0
B014_1.mat,DE,11,B,0.014,1,,1772.0,SKF6205,-0.0017520479994552617,0.10839203238011466,0.10840619150068975,0.6841549724773894,0.04622757214245916,2.212576716958499,6.3110322667597485,8.43414879329297,1.3364135115764961,10.251177347251273,1552405.7097508619,3154.0405603273434,3017.3922934030015,360034.27156687726,1180750.67871305,11150.249572639577,470.50989829518596,5.2776471752114915,76.62444534686584,94.50599167485578,9011.56606206311,2.9105893420774303,22.606129329982515,6.571421761872107,80.96214866719376,0.10672617961872861,0.08149564973048172,0.13428335094494212,0.6638232152321301,877106.8135843736,1685.1550585956925,0.2730896083142663,2812.5,0.9982408731691793,0.9930845700520033,80782.31892975161,2400.0
B014_1.mat,DE,12,B,0.014,1,,1772.0,SKF6205,0.0009896423392486136,0.12964962288116558,0.12965339989829838,1.0867810275226106,0.08115681493699806,6.275738823235669,8.38220230533942,11.924449231176839,1.422591438002042,14.816815878051715,2220121.5547616836,3138.9755847893043,2804.258057540607,384894.63735692436,1822224.4900172283,12515.183213702847,487.2441738277845,7.738526125692424,121.9450739190489,88.60236338252601,7967.79074845085,3.1065294852340495,25.282972972704666,6.917142423906401,103.16515784877481,0.12291393023232876,0.11233389140243975,0.16651347513871936,1.0406595134678795,1666499.6957743943,1584.5639377379334,0.3883943153556291,2765.625,0.9982285639113954,0.9913585597016518,91841.98065843641,2400.0
B014_1.mat,DE,13,B,0.014,1,,1772.0,SKF6205,0.002449526433987249,0.14887822245098162,0.14889837238840045,1.1468622582918415,0.12043593973480354,6.850994122420305,7.702315612290635,11.303641538883605,1.467564055781655,14.232551109390014,2928741.5739185484,3184.69061720366,2627.4762032190984,357682.03693445964,2555783.7138290666,14789.25638531103,486.56676971038667,6.459923481829635,83.19003969939878,87.6000002081172,7984.175117263224,1.9121450855027051,4.4027043846705105,5.678947721147329,42.23201903034813,0.14228944805563806,0.1364905569779381,0.197169873895902,1.095539253843582,2460304.40161467,1352.258406970036,0.5313684997979593,2765.625,0.9982214701504069,0.990523395479053,94818.51111543043,2666.6666666666665
B014_1.mat,DE,14,B,0.014,1,,1772.0,SKF6205,0.002186754741982478,0.14812291292812704,0.14813905369825706,1.1468622582918415,0.06953364993048206,6.534470132051434,7.741795493225397,11.250894814484427,1.4532668583573067,14.090821337793617,2898794.222124644,3237.3086938822403,2701.5721166730377,353763.71649820113,2528297.646362775,16210.74308453429,522.1161791339637,7.027247253196708,68.84012653841252,94.1831564699204,8957.759657652865,1.356549947528888,7.167517346569441,5.647964772249284,44.65638693718973,0.1429211991292308,0.13439616153049985,0.19618561974484636,1.0955388033419626,2385378.836070566,1436.1845677427498,0.5065538716474524,2625.0,0.9982237658434335,0.9913205259988824,94648.93177628738,2666.6666666666665
B014_1.mat,DE,15,B,0.014,1,,1772.0,SKF6205,0.0027865945723465515,0.13850196227659212,0.13852999192874146,0.9895662582918413,-0.033234169096618665,6.057198875712585,7.143335854670842,10.187159779532779,1.4261067919509425,12.657445643850677,2535402.6679391577,3274.783012153635,2872.7804691950582,378056.5172408583,2140198.7326950324,16572.18591164009,575.2320916269688,6.5878929036700615,96.75826830317084,95.64174787775006,9287.57307561384,1.4154413938052248,6.742193387754447,4.942213466961975,44.99631352114139,0.13352716726385938,0.1215562940117217,0.18056975663542002,0.9714963311545095,1951365.099559148,1469.193713414447,0.46992706403012996,2718.75,0.9982277598280263,0.9907777277453176,92757.83659735719,2400.0
B014_1.mat,DE,16,B,0.014,1,,1772.0,SKF6205,0.003390542015501477,0.13032735229502065,0.13037144829827313,0.9695408186312355,-0.004940954479307199,4.207084787915966,7.436757290699499,10.276481139829938,1.3818497415105684,12.628834688771748,2246168.0655037547,3297.76250045119,2923.8050693121736,358995.9526674269,1869732.1024579438,16867.07172634158,572.9386520420916,8.727037398156465,192.5021487385435,98.28093684041055,9748.033048343235,3.9762858604597167,65.10182565566747,5.212219456749804,66.1227482234196,0.13000236878641946,0.10768011020400925,0.16880646321639403,0.9714429705242429,1531280.0138988143,1593.9448795017652,0.39804766678432674,2718.75,0.9982354888923969,0.9915383415983476,88085.60651353624,2400.0
B014_1.mat,DE,17,B,0.014,1,,1772.0,SKF6205,0.0032526289160486293,0.13070079699437814,0.1307412633021081,0.7227471813687644,0.11642513311567965,1.8496086166497276,5.528072493063562,7.432629125655864,1.344524539969777,9.08320641686246,2258799.5979522616,3269.180166739915,2885.130081140513,354056.39402229723,1888438.3446989576,15729.174217524896,575.6850134812028,2.500318288527289,16.133901597980497,96.7815728879735,9461.975495388064,1.2393297056406543,4.9137438894849605,6.962372284282056,63.30562502294468,0.13559580275182428,0.1020316139076934,0.16969582187113583,0.711950263039384,1374843.1181694039,1631.7812829618674,0.40062152296599385,2859.375,0.9982362709219262,0.9930441884336217,86676.70726875598,2400.0
B014_1.mat,DE,18,B,0.014,1,,1772.0,SKF6205,0.0024392830745900624,0.14244741000315633,0.1424682937306589,0.8026468736764567,0.10929323668527421,1.9553544877445104,5.633863175155924,7.57490435313545,1.3445311179261652,9.252588660571497,2681312.1227025217,3197.945273987371,2862.4703099681346,430810.8378250055,2234180.157465687,15630.222422837674,690.9049889920378,9.558011711669284,141.45205310366975,85.95255959688626,7675.959236475899,1.6175093079126885,11.839513038850345,7.764001735267626,78.64470520277723,0.14669967850282742,0.11158469770520134,0.18431478626196568,0.7938533835972866,1644344.893597691,1564.2499598174998,0.4848542475502535,2531.25,0.9982364288463966,0.9927994783218119,101366.36092991222,2400.0
B014_1.mat,DE,19,B,0.014,1,,1772.0,SKF6205,0.0010912287380823664,0.1642105776645198,0.16421420339627785,1.1975557967533799,0.24451561740262837,3.429502646730139,7.292644436263935,10.069072920242858,1.3807162831321727,12.417878562246159,3561428.6157437763,3147.084645449947,2875.5627055208483,516236.79855994374,3027000.1092096847,17385.7651739583,805.9428001887667,8.758749662286005,155.4939181674145,81.73599085350568,6850.57803943577,2.5746894321367884,32.531735111057074,6.568065573794821,89.56901346730696,0.16608137091750452,0.13584073064901364,0.21455937609225,1.1379267624531155,2436933.3382734335,1497.9676432982021,0.6527258253832313,2718.75,0.9982299755660259,0.9917365710999386,121655.54400098287,2400.0
B014_1.mat,DE,20,B,0.014,1,,1772.0,SKF6205,-0.0002913167095785131,0.16261432470769374,0.16261458564828843,1.1975557967533799,0.21907470281875133,3.8535098207945397,7.364381196060223,10.219627514938354,1.3877102831675285,12.622684581303636,3492239.4879043302,3150.3401739453684,2849.832541960052,507342.83019397303,2966362.22191302,17776.649072337677,757.7867249997789,4.006488055691072,38.26642712223266,91.9928526062608,8757.180974927911,1.8989302477331078,11.940517667365855,5.848504184776492,51.232324429945,0.1646354580946877,0.13422981776619167,0.21242052170068856,1.1379365851398584,2379477.6648027017,1473.945233214939,0.6491986109846221,2765.625,0.9982320617354377,0.9910345680253788,120694.0572972828,2400.0
B014_1.mat,DE,21,B,0.014,1,,1772.0,SKF6205,-0.00014511136680413268,0.15924462365633893,0.1592446897725566,1.8188124121379954,0.4173632026366966,12.39132024419901,11.421494900305555,16.5383852053042,1.4480053048801653,20.543371743806063,3348990.4505351647,3148.8591694032484,2977.726098617364,585537.7608161398,2745903.1400250336,16698.388247300518,851.161446689835,7.631129616199962,139.87747277571563,94.02612002553326,9148.387758950905,1.4370704609562115,3.315721756446956,6.118015800589778,43.71082690725684,0.15047186761050252,0.138433196494362,0.20446401354233276,1.7696944633181477,2530836.7126594833,1420.4410094230611,0.5752909947987904,2906.25,0.9982335140495916,0.9897788966737072,133134.88047436497,3000.0
B014_1.mat,FE,0,B,0.014,1,,1772.0,SKF6203,-0.0003262704886608345,0.1042132264413735,0.1042137371835055,0.954674049671083,-0.09618925698570831,4.665183355660168,9.160731353391908,12.678112846321806,1.3839629563667457,15.566377450552492,1434292.8331850993,5172.886922061686,4274.574593015672,334150.628598429,663078.4615853103,430667.7400896308,6396.002911728936,1.6914035784680628,8.558286932572265,68.91198883702626,4831.80491643619,2.106650027828604,9.293053251064421,4.584443769573434,32.383619231254514,0.09970524567338604,0.08117393478355106,0.12857038423771808,0.8224476775028093,870195.4563122037,2976.7720032045054,0.253243814543003,4828.125,0.9984099679900681,0.9903820575360095,65654.41279801182,222.22222222222223
B014_1.mat,FE,1,B,0.014,1,,1772.0,SKF6203,0.0013504873928866115,0.10992448662687036,0.1099327820824132,0.954674049671083,-0.14951493786983924,3.9292315744852147,8.68416164484397,11.983443020302122,1.3799193877761393,14.730007218609451,1596259.8956535216,5141.279558664037,4213.197893328211,365743.31722827593,731881.7568356437,492124.6834561461,6510.138133455676,1.9379288626113056,14.473856477963098,70.97693902057958,5149.332462101238,3.1001073397793952,17.273544831263386,5.529288075131908,50.20178821947956,0.1058347506463871,0.08546794802009586,0.1360358944659414,0.8224451447564929,964695.345062217,2976.1414064361256,0.28538848388801225,4828.125,0.9984132483940275,0.9905713097374076,70590.21827947111,222.22222222222223
B014_1.mat,FE,2,B,0.014,1,,1772.0,SKF6203,0.0017702963115092145,0.08685892494674977,0.08687696352851919,0.5573249587619922,-0.14579551418369005,1.6683633056045304,6.415106331139653,8.414785136484866,1.3117140546273638,10.128619108270877,997179.1522234707,5343.720728516516,4537.599978731854,272044.7416945715,422567.15590863343,295679.2982323839,6887.9563878818535,3.0430059026110525,16.177733028922066,68.19698062517094,4798.465820301774,4.2012293499159465,25.250547169490318,4.77877876099889,33.87906547251241,0.08575262461266944,0.058868141505739865,0.10401428129012484,0.5634939555359335,457661.39461762825,3329.9674930030465,0.17983193677145595,4781.25,0.9984352268026762,0.9926672784745626,53256.38412033422,421.05263157894734
B014_1.mat,FE,3,B,0.014,1,,1772.0,SKF6203,0.0015523895923361898,0.07995783317528096,0.07997290165757684,0.5573249587619922,-0.05813784405396197,1.0640268896077316,6.968922562648942,8.97252752709762,1.2875057006928619,10.706802631528376,844953.7725214526,5561.202216359616,4722.48642255574,223685.75115006109,354807.4878006294,259422.19071732182,7038.342853440334,4.526845544485922,26.771013898549924,66.68371465890006,4654.855465705265,5.117209304150271,35.38118781075435,4.26969074194246,28.262648240946053,0.08098365995398087,0.05177621199866279,0.09612038966042782,0.508805705644805,354033.35384989996,3405.2019436888186,0.15505260515647212,375.0,0.9984355045518419,0.9938328155363193,45713.04594550057,333.3333333333333
B014_1.mat,FE,4,B,0.014,1,,1772.0,SKF6203,0.001262854430230267,0.07318210122946302,0.07319299653430869,0.37385404967108316,-0.0946876978727485,0.41198176870442005,5.107784451697394,6.445804884073245,1.2619571058702774,7.610954981274696,707704.4944886117,5728.84649287734,4899.0101874981865,199956.40014309782,296809.72904442385,204340.4211081978,6597.944192892248,4.184557683617581,30.915229038037463,73.5995623951115,5608.511139157285,4.1618201893692,22.443165724487326,4.439337603521482,34.21033278610604,0.07504408633394773,0.04347635391498294,0.08672835893430621,0.35950378959925955,249626.01782636702,3671.28259556643,0.12982530132212092,375.0,0.9984305721793562,0.9947896969096068,42080.54632735469,307.6923076923077
